"state","State_name","Population","date","category","count","grade"
"OK","Oklahoma *",3956971,2020-03-16,"posNeg",184,"B"
"OR","Oregon ",4217737,2020-03-16,"posNeg",618,"A"
"PA","Pennsylvania ",12801989,2020-03-16,"posNeg",746,"A"
"PR","Puerto Rico ",2933408,2020-03-16,"posNeg",14,"A"
"RI","Rhode Island *",1059361,2020-03-16,"posNeg",329,"B"
"SC","South Carolina *",5148714,2020-03-16,"posNeg",263,"B"
"SD","South Dakota ",884659,2020-03-16,"posNeg",504,"A"
"TN","Tennessee ",6829174,2020-03-16,"posNeg",322,"A"
"TX","Texas ",28995881,2020-03-16,"posNeg",57,"A"
"UT","Utah ",3205958,2020-03-16,"posNeg",170,"A"
"VA","Virginia ",8535519,2020-03-16,"posNeg",489,"A"
"VT","Vermont ",623989,2020-03-16,"posNeg",429,"A"
"WI","Wisconsin ",5822434,2020-03-16,"posNeg",551,"A"
"WV","West Virginia *",1792147,2020-03-16,"posNeg",80,"B"
"WY","Wyoming ",578759,2020-03-16,"posNeg",3,"A"
"AK","Alaska ",731545,2020-03-15,"posNeg",144,"A"
"AL","Alabama *",4903185,2020-03-15,"posNeg",40,"B"
"AR","Arkansas ",3017804,2020-03-15,"posNeg",119,"A"
"AZ","Arizona *",7278717,2020-03-15,"posNeg",133,"B"
"CA","California *",39512223,2020-03-15,"posNeg",1209,"B"
"CO","Colorado ",5758736,2020-03-15,"posNeg",758,"A"
"CT","Connecticut ",3565287,2020-03-15,"posNeg",145,"A"
"DC","District of Columbia ",705749,2020-03-15,"posNeg",95,"A"
"DE","Delaware ",973764,2020-03-15,"posNeg",42,"A"
"FL","Florida ",21477737,2020-03-15,"posNeg",794,"A"
"GA","Georgia ",10617423,2020-03-15,"posNeg",99,"A"
"HI","Hawaii ",1415872,2020-03-15,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-15,"posNeg",101,"A"
"ID","Idaho ",1787065,2020-03-15,"posNeg",179,"A"
"IL","Illinois ",16980127,2020-03-15,"posNeg",513,"A"
"IN","Indiana *",6732219,2020-03-15,"posNeg",121,"B"
"KS","Kansas *",2913314,2020-03-15,"posNeg",143,"B"
"KY","Kentucky ",4467673,2020-03-15,"posNeg",155,"A"
"LA","Louisiana ",4648794,2020-03-15,"posNeg",247,"A"
"MA","Massachusetts *",6892503,2020-03-15,"posNeg",490,"B"
"MD","Maryland ",6045680,2020-03-15,"posNeg",125,"A"
"ME","Maine ",1344212,2020-03-15,"posNeg",94,"A"
"MI","Michigan *",9986857,2020-03-15,"posNeg",1685,"B"
"MN","Minnesota ",5639632,2020-03-15,"posNeg",1422,"A"
"MO","Missouri ",6840439,2020-03-15,"posNeg",127,"A"
"MS","Mississippi ",2976149,2020-03-15,"posNeg",94,"A"
"MT","Montana ",1068778,2020-03-15,"posNeg",110,"A"
"NC","North Carolina ",10488084,2020-03-15,"posNeg",259,"A"
"ND","North Dakota *",762062,2020-03-15,"posNeg",96,"B"
"NE","Nebraska ",1934408,2020-03-15,"posNeg",97,"A"
"NH","New Hampshire *",1359711,2020-03-15,"posNeg",284,"B"
"NJ","New Jersey ",8882190,2020-03-15,"posNeg",218,"A"
"NM","New Mexico ",2096829,2020-03-15,"posNeg",495,"A"
"NV","Nevada ",3080156,2020-03-15,"posNeg",189,"A"
"NY","New York ",19453561,2020-03-15,"posNeg",5272,"A"
"OH","Ohio *",11689100,2020-03-15,"posNeg",175,"B"
"OK","Oklahoma *",3956971,2020-03-15,"posNeg",127,"B"
"OR","Oregon ",4217737,2020-03-15,"posNeg",456,"A"
"PA","Pennsylvania ",12801989,2020-03-15,"posNeg",268,"A"
"RI","Rhode Island *",1059361,2020-03-15,"posNeg",291,"B"
"SC","South Carolina *",5148714,2020-03-15,"posNeg",173,"B"
"SD","South Dakota ",884659,2020-03-15,"posNeg",336,"A"
"TN","Tennessee ",6829174,2020-03-15,"posNeg",196,"A"
"TX","Texas ",28995881,2020-03-15,"posNeg",56,"A"
"UT","Utah ",3205958,2020-03-15,"posNeg",159,"A"
"VA","Virginia ",8535519,2020-03-15,"posNeg",408,"A"
"VT","Vermont ",623989,2020-03-15,"posNeg",352,"A"
"WI","Wisconsin ",5822434,2020-03-15,"posNeg",346,"A"
"WV","West Virginia *",1792147,2020-03-15,"posNeg",38,"B"
"WY","Wyoming ",578759,2020-03-15,"posNeg",3,"A"
"AK","Alaska ",731545,2020-03-14,"posNeg",144,"A"
"AL","Alabama *",4903185,2020-03-14,"posNeg",28,"B"
"AR","Arkansas ",3017804,2020-03-14,"posNeg",77,"A"
"AZ","Arizona *",7278717,2020-03-14,"posNeg",133,"B"
"CA","California *",39512223,2020-03-14,"posNeg",1168,"B"
"CO","Colorado ",5758736,2020-03-14,"posNeg",711,"A"
"CT","Connecticut ",3565287,2020-03-14,"posNeg",136,"A"
"DC","District of Columbia ",705749,2020-03-14,"posNeg",59,"A"
"DE","Delaware ",973764,2020-03-14,"posNeg",42,"A"
"FL","Florida ",21477737,2020-03-14,"posNeg",555,"A"
"GA","Georgia ",10617423,2020-03-14,"posNeg",66,"A"
"HI","Hawaii ",1415872,2020-03-14,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-14,"posNeg",100,"A"
"ID","Idaho ",1787065,2020-03-14,"posNeg",176,"A"
"IL","Illinois ",16980127,2020-03-14,"posNeg",362,"A"
"IN","Indiana *",6732219,2020-03-14,"posNeg",89,"B"
"KS","Kansas *",2913314,2020-03-14,"posNeg",99,"B"
"KY","Kentucky ",4467673,2020-03-14,"posNeg",153,"A"
"LA","Louisiana ",4648794,2020-03-14,"posNeg",178,"A"
"MA","Massachusetts *",6892503,2020-03-14,"posNeg",490,"B"
"MD","Maryland ",6045680,2020-03-14,"posNeg",120,"A"
"ME","Maine ",1344212,2020-03-14,"posNeg",94,"A"
"MI","Michigan *",9986857,2020-03-14,"posNeg",1401,"B"
"MN","Minnesota ",5639632,2020-03-14,"posNeg",868,"A"
"MO","Missouri ",6840439,2020-03-14,"posNeg",94,"A"
"MS","Mississippi ",2976149,2020-03-14,"posNeg",90,"A"
"MT","Montana ",1068778,2020-03-14,"posNeg",108,"A"
"NC","North Carolina ",10488084,2020-03-14,"posNeg",160,"A"
"ND","North Dakota *",762062,2020-03-14,"posNeg",55,"B"
"NE","Nebraska ",1934408,2020-03-14,"posNeg",94,"A"
"NH","New Hampshire *",1359711,2020-03-14,"posNeg",219,"B"
"NJ","New Jersey ",8882190,2020-03-14,"posNeg",147,"A"
"NM","New Mexico ",2096829,2020-03-14,"posNeg",247,"A"
"NV","Nevada ",3080156,2020-03-14,"posNeg",188,"A"
"NY","New York ",19453561,2020-03-14,"posNeg",3303,"A"
"OH","Ohio *",11689100,2020-03-14,"posNeg",63,"B"
"OK","Oklahoma *",3956971,2020-03-14,"posNeg",40,"B"
"OR","Oregon ",4217737,2020-03-14,"posNeg",367,"A"
"PA","Pennsylvania ",12801989,2020-03-14,"posNeg",252,"A"
"RI","Rhode Island *",1059361,2020-03-14,"posNeg",218,"B"
"SC","South Carolina *",5148714,2020-03-14,"posNeg",123,"B"
"SD","South Dakota ",884659,2020-03-14,"posNeg",191,"A"
"TN","Tennessee ",6829174,2020-03-14,"posNeg",162,"A"
"TX","Texas ",28995881,2020-03-14,"posNeg",51,"A"
"UT","Utah ",3205958,2020-03-14,"posNeg",137,"A"
"VA","Virginia ",8535519,2020-03-14,"posNeg",147,"A"
"VT","Vermont ",623989,2020-03-14,"posNeg",231,"A"
"WI","Wisconsin ",5822434,2020-03-14,"posNeg",188,"A"
"WV","West Virginia *",1792147,2020-03-14,"posNeg",26,"B"
"WY","Wyoming ",578759,2020-03-14,"posNeg",2,"A"
"AK","Alaska ",731545,2020-03-13,"posNeg",60,"A"
"AL","Alabama *",4903185,2020-03-13,"posNeg",12,"B"
"AR","Arkansas ",3017804,2020-03-13,"posNeg",39,"A"
"AZ","Arizona *",7278717,2020-03-13,"posNeg",103,"B"
"CA","California *",39512223,2020-03-13,"posNeg",1118,"B"
"CO","Colorado ",5758736,2020-03-13,"posNeg",596,"A"
"CT","Connecticut ",3565287,2020-03-13,"posNeg",105,"A"
"DC","District of Columbia ",705749,2020-03-13,"posNeg",30,"A"
"DE","Delaware ",973764,2020-03-13,"posNeg",34,"A"
"FL","Florida ",21477737,2020-03-13,"posNeg",528,"A"
"GA","Georgia ",10617423,2020-03-13,"posNeg",42,"A"
"HI","Hawaii ",1415872,2020-03-13,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-13,"posNeg",99,"A"
"ID","Idaho ",1787065,2020-03-13,"posNeg",131,"A"
"IL","Illinois ",16980127,2020-03-13,"posNeg",326,"A"
"IN","Indiana *",6732219,2020-03-13,"posNeg",73,"B"
"KS","Kansas *",2913314,2020-03-13,"posNeg",99,"B"
"KY","Kentucky ",4467673,2020-03-13,"posNeg",118,"A"
"LA","Louisiana ",4648794,2020-03-13,"posNeg",73,"A"
"MA","Massachusetts *",6892503,2020-03-13,"posNeg",215,"B"
"MD","Maryland ",6045680,2020-03-13,"posNeg",111,"A"
"ME","Maine ",1344212,2020-03-13,"posNeg",94,"A"
"MI","Michigan *",9986857,2020-03-13,"posNeg",1078,"B"
"MN","Minnesota ",5639632,2020-03-13,"posNeg",555,"A"
"MO","Missouri ",6840439,2020-03-13,"posNeg",73,"A"
"MS","Mississippi ",2976149,2020-03-13,"posNeg",45,"A"
"MT","Montana ",1068778,2020-03-13,"posNeg",56,"A"
"NC","North Carolina ",10488084,2020-03-13,"posNeg",101,"A"
"ND","North Dakota *",762062,2020-03-13,"posNeg",40,"B"
"NE","Nebraska ",1934408,2020-03-13,"posNeg",93,"A"
"NH","New Hampshire *",1359711,2020-03-13,"posNeg",100,"B"
"NJ","New Jersey ",8882190,2020-03-13,"posNeg",147,"A"
"NM","New Mexico ",2096829,2020-03-13,"posNeg",200,"A"
"NV","Nevada ",3080156,2020-03-13,"posNeg",179,"A"
"NY","New York ",19453561,2020-03-13,"posNeg",3200,"A"
"OH","Ohio *",11689100,2020-03-13,"posNeg",63,"B"
"OK","Oklahoma *",3956971,2020-03-13,"posNeg",39,"B"
"OR","Oregon ",4217737,2020-03-13,"posNeg",367,"A"
"PA","Pennsylvania ",12801989,2020-03-13,"posNeg",181,"A"
"RI","Rhode Island *",1059361,2020-03-13,"posNeg",156,"B"
"SC","South Carolina *",5148714,2020-03-13,"posNeg",87,"B"
"SD","South Dakota ",884659,2020-03-13,"posNeg",82,"A"
"TN","Tennessee ",6829174,2020-03-13,"posNeg",142,"A"
"TX","Texas ",28995881,2020-03-13,"posNeg",39,"A"
"UT","Utah ",3205958,2020-03-13,"posNeg",137,"A"
"VA","Virginia ",8535519,2020-03-13,"posNeg",147,"A"
"VT","Vermont ",623989,2020-03-13,"posNeg",144,"A"
"WI","Wisconsin ",5822434,2020-03-13,"posNeg",188,"A"
"WV","West Virginia *",1792147,2020-03-13,"posNeg",17,"B"
"WY","Wyoming ",578759,2020-03-13,"posNeg",1,"A"
"AK","Alaska ",731545,2020-03-12,"posNeg",46,"A"
"AL","Alabama *",4903185,2020-03-12,"posNeg",10,"B"
"AR","Arkansas ",3017804,2020-03-12,"posNeg",30,"A"
"AZ","Arizona *",7278717,2020-03-12,"posNeg",91,"B"
"CA","California *",39512223,2020-03-12,"posNeg",1118,"B"
"CO","Colorado ",5758736,2020-03-12,"posNeg",343,"A"
"CT","Connecticut ",3565287,2020-03-12,"posNeg",95,"A"
"DC","District of Columbia ",705749,2020-03-12,"posNeg",30,"A"
"DE","Delaware ",973764,2020-03-12,"posNeg",27,"A"
"FL","Florida ",21477737,2020-03-12,"posNeg",333,"A"
"GA","Georgia ",10617423,2020-03-12,"posNeg",31,"A"
"HI","Hawaii ",1415872,2020-03-12,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-12,"posNeg",81,"A"
"ID","Idaho ",1787065,2020-03-12,"posNeg",93,"A"
"IL","Illinois ",16980127,2020-03-12,"posNeg",291,"A"
"IN","Indiana *",6732219,2020-03-12,"posNeg",64,"B"
"KS","Kansas *",2913314,2020-03-12,"posNeg",45,"B"
"KY","Kentucky ",4467673,2020-03-12,"posNeg",64,"A"
"LA","Louisiana ",4648794,2020-03-12,"posNeg",51,"A"
"MA","Massachusetts *",6892503,2020-03-12,"posNeg",95,"B"
"MD","Maryland ",6045680,2020-03-12,"posNeg",106,"A"
"ME","Maine ",1344212,2020-03-12,"posNeg",66,"A"
"MI","Michigan *",9986857,2020-03-12,"posNeg",793,"B"
"MN","Minnesota ",5639632,2020-03-12,"posNeg",316,"A"
"MO","Missouri ",6840439,2020-03-12,"posNeg",65,"A"
"MS","Mississippi ",2976149,2020-03-12,"posNeg",42,"A"
"MT","Montana ",1068778,2020-03-12,"posNeg",35,"A"
"NC","North Carolina ",10488084,2020-03-12,"posNeg",72,"A"
"ND","North Dakota *",762062,2020-03-12,"posNeg",13,"B"
"NE","Nebraska ",1934408,2020-03-12,"posNeg",90,"A"
"NH","New Hampshire *",1359711,2020-03-12,"posNeg",100,"B"
"NJ","New Jersey ",8882190,2020-03-12,"posNeg",104,"A"
"NM","New Mexico ",2096829,2020-03-12,"posNeg",160,"A"
"NV","Nevada ",3080156,2020-03-12,"posNeg",175,"A"
"NY","New York ",19453561,2020-03-12,"posNeg",308,"A"
"OH","Ohio *",11689100,2020-03-12,"posNeg",35,"B"
"OK","Oklahoma *",3956971,2020-03-12,"posNeg",39,"B"
"OR","Oregon ",4217737,2020-03-12,"posNeg",305,"A"
"PA","Pennsylvania ",12801989,2020-03-12,"posNeg",138,"A"
"RI","Rhode Island *",1059361,2020-03-12,"posNeg",99,"B"
"SC","South Carolina *",5148714,2020-03-12,"posNeg",58,"B"
"SD","South Dakota ",884659,2020-03-12,"posNeg",35,"A"
"TN","Tennessee ",6829174,2020-03-12,"posNeg",97,"A"
"TX","Texas ",28995881,2020-03-12,"posNeg",23,"A"
"UT","Utah ",3205958,2020-03-12,"posNeg",135,"A"
"VA","Virginia ",8535519,2020-03-12,"posNeg",134,"A"
"VT","Vermont ",623989,2020-03-12,"posNeg",99,"A"
"WI","Wisconsin ",5822434,2020-03-12,"posNeg",92,"A"
"WV","West Virginia *",1792147,2020-03-12,"posNeg",7,"B"
"WY","Wyoming ",578759,2020-03-12,"posNeg",1,"A"
"AK","Alaska ",731545,2020-03-11,"posNeg",46,"A"
"AL","Alabama *",4903185,2020-03-11,"posNeg",10,"B"
"AR","Arkansas ",3017804,2020-03-11,"posNeg",12,"A"
"AZ","Arizona *",7278717,2020-03-11,"posNeg",68,"B"
"CA","California *",39512223,2020-03-11,"posNeg",1073,"B"
"CO","Colorado ",5758736,2020-03-11,"posNeg",279,"A"
"CT","Connecticut ",3565287,2020-03-11,"posNeg",74,"A"
"DC","District of Columbia ",705749,2020-03-11,"posNeg",25,"A"
"DE","Delaware ",973764,2020-03-11,"posNeg",18,"A"
"FL","Florida ",21477737,2020-03-11,"posNeg",329,"A"
"GA","Georgia ",10617423,2020-03-11,"posNeg",22,"A"
"HI","Hawaii ",1415872,2020-03-11,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-11,"posNeg",59,"A"
"ID","Idaho ",1787065,2020-03-11,"posNeg",67,"A"
"IL","Illinois ",16980127,2020-03-11,"posNeg",263,"A"
"IN","Indiana *",6732219,2020-03-11,"posNeg",43,"B"
"KS","Kansas *",2913314,2020-03-11,"posNeg",42,"B"
"KY","Kentucky ",4467673,2020-03-11,"posNeg",54,"A"
"LA","Louisiana ",4648794,2020-03-11,"posNeg",43,"A"
"MA","Massachusetts *",6892503,2020-03-11,"posNeg",92,"B"
"MD","Maryland ",6045680,2020-03-11,"posNeg",103,"A"
"ME","Maine ",1344212,2020-03-11,"posNeg",42,"A"
"MI","Michigan *",9986857,2020-03-11,"posNeg",554,"B"
"MN","Minnesota ",5639632,2020-03-11,"posNeg",222,"A"
"MO","Missouri ",6840439,2020-03-11,"posNeg",1,"A"
"MS","Mississippi ",2976149,2020-03-11,"posNeg",20,"A"
"MT","Montana ",1068778,2020-03-11,"posNeg",21,"A"
"NC","North Carolina ",10488084,2020-03-11,"posNeg",7,"A"
"ND","North Dakota *",762062,2020-03-11,"posNeg",7,"B"
"NE","Nebraska ",1934408,2020-03-11,"posNeg",52,"A"
"NH","New Hampshire *",1359711,2020-03-11,"posNeg",42,"B"
"NJ","New Jersey ",8882190,2020-03-11,"posNeg",81,"A"
"NM","New Mexico ",2096829,2020-03-11,"posNeg",90,"A"
"NV","Nevada ",3080156,2020-03-11,"posNeg",173,"A"
"NY","New York ",19453561,2020-03-11,"posNeg",308,"A"
"OH","Ohio *",11689100,2020-03-11,"posNeg",25,"B"
"OK","Oklahoma *",3956971,2020-03-11,"posNeg",17,"B"
"OR","Oregon ",4217737,2020-03-11,"posNeg",305,"A"
"PA","Pennsylvania ",12801989,2020-03-11,"posNeg",104,"A"
"RI","Rhode Island *",1059361,2020-03-11,"posNeg",99,"B"
"SC","South Carolina *",5148714,2020-03-11,"posNeg",41,"B"
"SD","South Dakota ",884659,2020-03-11,"posNeg",18,"A"
"TN","Tennessee ",6829174,2020-03-11,"posNeg",57,"A"
"TX","Texas ",28995881,2020-03-11,"posNeg",21,"A"
"UT","Utah ",3205958,2020-03-11,"posNeg",2,"A"
"VA","Virginia ",8535519,2020-03-11,"posNeg",69,"A"
"VT","Vermont ",623989,2020-03-11,"posNeg",63,"A"
"WI","Wisconsin ",5822434,2020-03-11,"posNeg",46,"A"
"WV","West Virginia *",1792147,2020-03-11,"posNeg",3,"B"
"WY","Wyoming ",578759,2020-03-11,"posNeg",0,"A"
"AK","Alaska ",731545,2020-03-10,"posNeg",23,"A"
"AL","Alabama *",4903185,2020-03-10,"posNeg",0,"B"
"AR","Arkansas ",3017804,2020-03-10,"posNeg",12,"A"
"AZ","Arizona *",7278717,2020-03-10,"posNeg",57,"B"
"CA","California *",39512223,2020-03-10,"posNeg",823,"B"
"CO","Colorado ",5758736,2020-03-10,"posNeg",154,"A"
"CT","Connecticut ",3565287,2020-03-10,"posNeg",56,"A"
"DC","District of Columbia ",705749,2020-03-10,"posNeg",22,"A"
"DE","Delaware ",973764,2020-03-10,"posNeg",17,"A"
"FL","Florida ",21477737,2020-03-10,"posNeg",241,"A"
"GA","Georgia ",10617423,2020-03-10,"posNeg",17,"A"
"HI","Hawaii ",1415872,2020-03-10,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-10,"posNeg",40,"A"
"ID","Idaho ",1787065,2020-03-10,"posNeg",41,"A"
"IL","Illinois ",16980127,2020-03-10,"posNeg",263,"A"
"IN","Indiana *",6732219,2020-03-10,"posNeg",36,"B"
"KS","Kansas *",2913314,2020-03-10,"posNeg",18,"B"
"KY","Kentucky ",4467673,2020-03-10,"posNeg",34,"A"
"LA","Louisiana ",4648794,2020-03-10,"posNeg",12,"A"
"MA","Massachusetts *",6892503,2020-03-10,"posNeg",92,"B"
"MD","Maryland ",6045680,2020-03-10,"posNeg",95,"A"
"ME","Maine ",1344212,2020-03-10,"posNeg",20,"A"
"MI","Michigan *",9986857,2020-03-10,"posNeg",397,"B"
"MN","Minnesota ",5639632,2020-03-10,"posNeg",135,"A"
"MO","Missouri ",6840439,2020-03-10,"posNeg",1,"A"
"MS","Mississippi ",2976149,2020-03-10,"posNeg",0,"A"
"MT","Montana ",1068778,2020-03-10,"posNeg",15,"A"
"NC","North Carolina ",10488084,2020-03-10,"posNeg",7,"A"
"ND","North Dakota *",762062,2020-03-10,"posNeg",6,"B"
"NE","Nebraska ",1934408,2020-03-10,"posNeg",50,"A"
"NH","New Hampshire *",1359711,2020-03-10,"posNeg",42,"B"
"NJ","New Jersey ",8882190,2020-03-10,"posNeg",59,"A"
"NM","New Mexico ",2096829,2020-03-10,"posNeg",69,"A"
"NV","Nevada ",3080156,2020-03-10,"posNeg",15,"A"
"NY","New York ",19453561,2020-03-10,"posNeg",265,"A"
"OH","Ohio *",11689100,2020-03-10,"posNeg",17,"B"
"OK","Oklahoma *",3956971,2020-03-10,"posNeg",17,"B"
"OR","Oregon ",4217737,2020-03-10,"posNeg",228,"A"
"PA","Pennsylvania ",12801989,2020-03-10,"posNeg",12,"A"
"RI","Rhode Island *",1059361,2020-03-10,"posNeg",61,"B"
"SC","South Carolina *",5148714,2020-03-10,"posNeg",31,"B"
"SD","South Dakota ",884659,2020-03-10,"posNeg",11,"A"
"TN","Tennessee ",6829174,2020-03-10,"posNeg",7,"A"
"TX","Texas ",28995881,2020-03-10,"posNeg",13,"A"
"UT","Utah ",3205958,2020-03-10,"posNeg",2,"A"
"VA","Virginia ",8535519,2020-03-10,"posNeg",61,"A"
"VT","Vermont ",623989,2020-03-10,"posNeg",41,"A"
"WI","Wisconsin ",5822434,2020-03-10,"posNeg",38,"A"
"WV","West Virginia *",1792147,2020-03-10,"posNeg",2,"B"
"WY","Wyoming ",578759,2020-03-10,"posNeg",0,"A"
"AK","Alaska ",731545,2020-03-09,"posNeg",23,"A"
"AL","Alabama *",4903185,2020-03-09,"posNeg",0,"B"
"AR","Arkansas ",3017804,2020-03-09,"posNeg",12,"A"
"AZ","Arizona *",7278717,2020-03-09,"posNeg",49,"B"
"CA","California *",39512223,2020-03-09,"posNeg",804,"B"
"CO","Colorado ",5758736,2020-03-09,"posNeg",142,"A"
"CT","Connecticut ",3565287,2020-03-09,"posNeg",47,"A"
"DC","District of Columbia ",705749,2020-03-09,"posNeg",15,"A"
"DE","Delaware ",973764,2020-03-09,"posNeg",15,"A"
"FL","Florida ",21477737,2020-03-09,"posNeg",158,"A"
"GA","Georgia ",10617423,2020-03-09,"posNeg",12,"A"
"HI","Hawaii ",1415872,2020-03-09,"posNeg",2,"A"
"IA","Iowa ",3155070,2020-03-09,"posNeg",29,"A"
"ID","Idaho ",1787065,2020-03-09,"posNeg",41,"A"
"IL","Illinois ",16980127,2020-03-09,"posNeg",198,"A"
"IN","Indiana *",6732219,2020-03-09,"posNeg",2,"B"
"KS","Kansas *",2913314,2020-03-09,"posNeg",12,"B"
"KY","Kentucky ",4467673,2020-03-09,"posNeg",21,"A"
"LA","Louisiana ",4648794,2020-03-09,"posNeg",6,"A"
"MA","Massachusetts *",6892503,2020-03-09,"posNeg",41,"B"
"MD","Maryland ",6045680,2020-03-09,"posNeg",78,"A"
"ME","Maine ",1344212,2020-03-09,"posNeg",1,"A"
"MI","Michigan *",9986857,2020-03-09,"posNeg",290,"B"
"MN","Minnesota ",5639632,2020-03-09,"posNeg",82,"A"
"MO","Missouri ",6840439,2020-03-09,"posNeg",1,"A"
"MS","Mississippi ",2976149,2020-03-09,"posNeg",0,"A"
"MT","Montana ",1068778,2020-03-09,"posNeg",11,"A"
"NC","North Carolina ",10488084,2020-03-09,"posNeg",2,"A"
"ND","North Dakota *",762062,2020-03-09,"posNeg",0,"B"
"NE","Nebraska ",1934408,2020-03-09,"posNeg",39,"A"
"NH","New Hampshire *",1359711,2020-03-09,"posNeg",42,"B"
"NJ","New Jersey ",8882190,2020-03-09,"posNeg",46,"A"
"NM","New Mexico ",2096829,2020-03-09,"posNeg",57,"A"
"NV","Nevada ",3080156,2020-03-09,"posNeg",15,"A"
"NY","New York ",19453561,2020-03-09,"posNeg",234,"A"
"OH","Ohio *",11689100,2020-03-09,"posNeg",14,"B"
"OK","Oklahoma *",3956971,2020-03-09,"posNeg",9,"B"
"OR","Oregon ",4217737,2020-03-09,"posNeg",179,"A"
"PA","Pennsylvania ",12801989,2020-03-09,"posNeg",10,"A"
"RI","Rhode Island *",1059361,2020-03-09,"posNeg",33,"B"
"SC","South Carolina *",5148714,2020-03-09,"posNeg",31,"B"
"SD","South Dakota ",884659,2020-03-09,"posNeg",5,"A"
"TN","Tennessee ",6829174,2020-03-09,"posNeg",3,"A"
"TX","Texas ",28995881,2020-03-09,"posNeg",12,"A"
"UT","Utah ",3205958,2020-03-09,"posNeg",1,"A"
"VA","Virginia ",8535519,2020-03-09,"posNeg",41,"A"
"VT","Vermont ",623989,2020-03-09,"posNeg",35,"A"
"WI","Wisconsin ",5822434,2020-03-09,"posNeg",37,"A"
"WV","West Virginia *",1792147,2020-03-09,"posNeg",2,"B"
"WY","Wyoming ",578759,2020-03-09,"posNeg",0,"A"
"AK","Alaska ",731545,2020-03-08,"posNeg",14,"A"
"AL","Alabama *",4903185,2020-03-08,"posNeg",0,"B"
"AR","Arkansas ",3017804,2020-03-08,"posNeg",6,"A"
"AZ","Arizona *",7278717,2020-03-08,"posNeg",49,"B"
"CA","California *",39512223,2020-03-08,"posNeg",550,"B"
"CO","Colorado ",5758736,2020-03-08,"posNeg",112,"A"
"CT","Connecticut ",3565287,2020-03-08,"posNeg",30,"A"
"DC","District of Columbia ",705749,2020-03-08,"posNeg",11,"A"
"DE","Delaware ",973764,2020-03-08,"posNeg",10,"A"
"FL","Florida ",21477737,2020-03-08,"posNeg",135,"A"
"GA","Georgia ",10617423,2020-03-08,"posNeg",7,"A"
"HI","Hawaii ",1415872,2020-03-08,"posNeg",1,"A"
"IA","Iowa ",3155070,2020-03-08,"posNeg",15,"A"
"ID","Idaho ",1787065,2020-03-08,"posNeg",27,"A"
"IL","Illinois ",16980127,2020-03-08,"posNeg",197,"A"
"IN","Indiana *",6732219,2020-03-08,"posNeg",2,"B"
"KS","Kansas *",2913314,2020-03-08,"posNeg",12,"B"
"KY","Kentucky ",4467673,2020-03-08,"posNeg",14,"A"
"LA","Louisiana ",4648794,2020-03-08,"posNeg",5,"A"
"MA","Massachusetts *",6892503,2020-03-08,"posNeg",13,"B"
"MD","Maryland ",6045680,2020-03-08,"posNeg",55,"A"
"ME","Maine ",1344212,2020-03-08,"posNeg",1,"A"
"MI","Michigan *",9986857,2020-03-08,"posNeg",194,"B"
"MN","Minnesota ",5639632,2020-03-08,"posNeg",49,"A"
"MO","Missouri ",6840439,2020-03-08,"posNeg",1,"A"
"MS","Mississippi ",2976149,2020-03-08,"posNeg",0,"A"
"MT","Montana ",1068778,2020-03-08,"posNeg",11,"A"
"NC","North Carolina ",10488084,2020-03-08,"posNeg",2,"A"
"ND","North Dakota *",762062,2020-03-08,"posNeg",0,"B"
"NE","Nebraska ",1934408,2020-03-08,"posNeg",18,"A"
"NH","New Hampshire *",1359711,2020-03-08,"posNeg",42,"B"
"NJ","New Jersey ",8882190,2020-03-08,"posNeg",37,"A"
"NM","New Mexico ",2096829,2020-03-08,"posNeg",48,"A"
"NV","Nevada ",3080156,2020-03-08,"posNeg",15,"A"
"NY","New York ",19453561,2020-03-08,"posNeg",197,"A"
"OH","Ohio *",11689100,2020-03-08,"posNeg",10,"B"
"OK","Oklahoma *",3956971,2020-03-08,"posNeg",9,"B"
"OR","Oregon ",4217737,2020-03-08,"posNeg",114,"A"
"PA","Pennsylvania ",12801989,2020-03-08,"posNeg",6,"A"
"RI","Rhode Island *",1059361,2020-03-08,"posNeg",33,"B"
"SC","South Carolina *",5148714,2020-03-08,"posNeg",10,"B"
"SD","South Dakota ",884659,2020-03-08,"posNeg",5,"A"
"TN","Tennessee ",6829174,2020-03-08,"posNeg",3,"A"
"TX","Texas ",28995881,2020-03-08,"posNeg",8,"A"
"UT","Utah ",3205958,2020-03-08,"posNeg",1,"A"
"VA","Virginia ",8535519,2020-03-08,"posNeg",38,"A"
"VT","Vermont ",623989,2020-03-08,"posNeg",29,"A"
"WI","Wisconsin ",5822434,2020-03-08,"posNeg",32,"A"
"WV","West Virginia *",1792147,2020-03-08,"posNeg",2,"B"
"WY","Wyoming ",578759,2020-03-08,"posNeg",0,"A"
"AK","Alaska ",731545,2020-03-07,"posNeg",12,"A"
"AL","Alabama *",4903185,2020-03-07,"posNeg",0,"B"
"AR","Arkansas ",3017804,2020-03-07,"posNeg",6,"A"
