"state","State_name","Population","date","category","count","grade"
"NJ","New Jersey ",8882190,2020-03-24,"positive",3675,"A"
"NM","New Mexico ",2096829,2020-03-24,"positive",83,"A"
"NV","Nevada ",3080156,2020-03-24,"positive",278,"A"
"NY","New York ",19453561,2020-03-24,"positive",25665,"A"
"OH","Ohio *",11689100,2020-03-24,"positive",564,"B"
"OK","Oklahoma *",3956971,2020-03-24,"positive",106,"B"
"OR","Oregon ",4217737,2020-03-24,"positive",209,"A"
"PA","Pennsylvania ",12801989,2020-03-24,"positive",851,"A"
"PR","Puerto Rico ",2933408,2020-03-24,"positive",39,"A"
"RI","Rhode Island *",1059361,2020-03-24,"positive",124,"B"
"SC","South Carolina *",5148714,2020-03-24,"positive",298,"B"
"SD","South Dakota ",884659,2020-03-24,"positive",30,"A"
"TN","Tennessee ",6829174,2020-03-24,"positive",667,"A"
"TX","Texas ",28995881,2020-03-24,"positive",410,"A"
"UT","Utah ",3205958,2020-03-24,"positive",299,"A"
"VA","Virginia ",8535519,2020-03-24,"positive",290,"A"
"VT","Vermont ",623989,2020-03-24,"positive",95,"A"
"WI","Wisconsin ",5822434,2020-03-24,"positive",457,"A"
"WV","West Virginia *",1792147,2020-03-24,"positive",20,"B"
"WY","Wyoming ",578759,2020-03-24,"positive",29,"A"
"AK","Alaska ",731545,2020-03-23,"positive",22,"A"
"AL","Alabama *",4903185,2020-03-23,"positive",167,"B"
"AR","Arkansas ",3017804,2020-03-23,"positive",174,"A"
"AZ","Arizona *",7278717,2020-03-23,"positive",265,"B"
"CA","California *",39512223,2020-03-23,"positive",1733,"B"
"CO","Colorado ",5758736,2020-03-23,"positive",591,"A"
"CT","Connecticut ",3565287,2020-03-23,"positive",415,"A"
"DC","District of Columbia ",705749,2020-03-23,"positive",116,"A"
"DE","Delaware ",973764,2020-03-23,"positive",68,"A"
"FL","Florida ",21477737,2020-03-23,"positive",1171,"A"
"GA","Georgia ",10617423,2020-03-23,"positive",772,"A"
"HI","Hawaii ",1415872,2020-03-23,"positive",56,"A"
"IA","Iowa ",3155070,2020-03-23,"positive",105,"A"
"ID","Idaho ",1787065,2020-03-23,"positive",47,"A"
"IL","Illinois ",16980127,2020-03-23,"positive",1273,"A"
"IN","Indiana *",6732219,2020-03-23,"positive",259,"B"
"KS","Kansas *",2913314,2020-03-23,"positive",82,"B"
"KY","Kentucky ",4467673,2020-03-23,"positive",104,"A"
"LA","Louisiana ",4648794,2020-03-23,"positive",1172,"A"
"MA","Massachusetts *",6892503,2020-03-23,"positive",777,"B"
"MD","Maryland ",6045680,2020-03-23,"positive",288,"A"
"ME","Maine ",1344212,2020-03-23,"positive",107,"A"
"MI","Michigan *",9986857,2020-03-23,"positive",5789,"B"
"MN","Minnesota ",5639632,2020-03-23,"positive",235,"A"
"MO","Missouri ",6840439,2020-03-23,"positive",183,"A"
"MS","Mississippi ",2976149,2020-03-23,"positive",249,"A"
"MT","Montana ",1068778,2020-03-23,"positive",34,"A"
"NC","North Carolina ",10488084,2020-03-23,"positive",297,"A"
"ND","North Dakota *",762062,2020-03-23,"positive",30,"B"
"NE","Nebraska ",1934408,2020-03-23,"positive",50,"A"
"NH","New Hampshire *",1359711,2020-03-23,"positive",78,"B"
"NJ","New Jersey ",8882190,2020-03-23,"positive",2844,"A"
"NM","New Mexico ",2096829,2020-03-23,"positive",65,"A"
"NV","Nevada ",3080156,2020-03-23,"positive",245,"A"
"NY","New York ",19453561,2020-03-23,"positive",20875,"A"
"OH","Ohio *",11689100,2020-03-23,"positive",442,"B"
"OK","Oklahoma *",3956971,2020-03-23,"positive",81,"B"
"OR","Oregon ",4217737,2020-03-23,"positive",191,"A"
"PA","Pennsylvania ",12801989,2020-03-23,"positive",644,"A"
"PR","Puerto Rico ",2933408,2020-03-23,"positive",31,"A"
"RI","Rhode Island *",1059361,2020-03-23,"positive",106,"B"
"SC","South Carolina *",5148714,2020-03-23,"positive",298,"B"
"SD","South Dakota ",884659,2020-03-23,"positive",28,"A"
"TN","Tennessee ",6829174,2020-03-23,"positive",615,"A"
"TX","Texas ",28995881,2020-03-23,"positive",352,"A"
"UT","Utah ",3205958,2020-03-23,"positive",257,"A"
"VA","Virginia ",8535519,2020-03-23,"positive",254,"A"
"VT","Vermont ",623989,2020-03-23,"positive",75,"A"
"WI","Wisconsin ",5822434,2020-03-23,"positive",416,"A"
"WV","West Virginia *",1792147,2020-03-23,"positive",16,"B"
"WY","Wyoming ",578759,2020-03-23,"positive",26,"A"
"AK","Alaska ",731545,2020-03-22,"positive",22,"A"
"AL","Alabama *",4903185,2020-03-22,"positive",138,"B"
"AR","Arkansas ",3017804,2020-03-22,"positive",165,"A"
"AZ","Arizona *",7278717,2020-03-22,"positive",152,"B"
"CA","California *",39512223,2020-03-22,"positive",1536,"B"
"CO","Colorado ",5758736,2020-03-22,"positive",475,"A"
"CT","Connecticut ",3565287,2020-03-22,"positive",223,"A"
"DC","District of Columbia ",705749,2020-03-22,"positive",98,"A"
"DE","Delaware ",973764,2020-03-22,"positive",56,"A"
"FL","Florida ",21477737,2020-03-22,"positive",830,"A"
"GA","Georgia ",10617423,2020-03-22,"positive",600,"A"
"HI","Hawaii ",1415872,2020-03-22,"positive",48,"A"
"IA","Iowa ",3155070,2020-03-22,"positive",90,"A"
"ID","Idaho ",1787065,2020-03-22,"positive",42,"A"
"IL","Illinois ",16980127,2020-03-22,"positive",1049,"A"
"IN","Indiana *",6732219,2020-03-22,"positive",201,"B"
"KS","Kansas *",2913314,2020-03-22,"positive",64,"B"
"KY","Kentucky ",4467673,2020-03-22,"positive",99,"A"
"LA","Louisiana ",4648794,2020-03-22,"positive",837,"A"
"MA","Massachusetts *",6892503,2020-03-22,"positive",646,"B"
"MD","Maryland ",6045680,2020-03-22,"positive",244,"A"
"ME","Maine ",1344212,2020-03-22,"positive",89,"A"
"MI","Michigan *",9986857,2020-03-22,"positive",5098,"B"
"MN","Minnesota ",5639632,2020-03-22,"positive",169,"A"
"MO","Missouri ",6840439,2020-03-22,"positive",90,"A"
"MS","Mississippi ",2976149,2020-03-22,"positive",207,"A"
"MT","Montana ",1068778,2020-03-22,"positive",31,"A"
"NC","North Carolina ",10488084,2020-03-22,"positive",255,"A"
"ND","North Dakota *",762062,2020-03-22,"positive",28,"B"
"NE","Nebraska ",1934408,2020-03-22,"positive",48,"A"
"NH","New Hampshire *",1359711,2020-03-22,"positive",65,"B"
"NJ","New Jersey ",8882190,2020-03-22,"positive",1914,"A"
"NM","New Mexico ",2096829,2020-03-22,"positive",57,"A"
"NV","Nevada ",3080156,2020-03-22,"positive",190,"A"
"NY","New York ",19453561,2020-03-22,"positive",15168,"A"
"OH","Ohio *",11689100,2020-03-22,"positive",351,"B"
"OK","Oklahoma *",3956971,2020-03-22,"positive",67,"B"
"OR","Oregon ",4217737,2020-03-22,"positive",161,"A"
"PA","Pennsylvania ",12801989,2020-03-22,"positive",479,"A"
"PR","Puerto Rico ",2933408,2020-03-22,"positive",23,"A"
"RI","Rhode Island *",1059361,2020-03-22,"positive",83,"B"
"SC","South Carolina *",5148714,2020-03-22,"positive",195,"B"
"SD","South Dakota ",884659,2020-03-22,"positive",21,"A"
"TN","Tennessee ",6829174,2020-03-22,"positive",505,"A"
"TX","Texas ",28995881,2020-03-22,"positive",334,"A"
"UT","Utah ",3205958,2020-03-22,"positive",181,"A"
"VA","Virginia ",8535519,2020-03-22,"positive",219,"A"
"VT","Vermont ",623989,2020-03-22,"positive",52,"A"
"WI","Wisconsin ",5822434,2020-03-22,"positive",385,"A"
"WV","West Virginia *",1792147,2020-03-22,"positive",12,"B"
"WY","Wyoming ",578759,2020-03-22,"positive",24,"A"
"AK","Alaska ",731545,2020-03-21,"positive",14,"A"
"AL","Alabama *",4903185,2020-03-21,"positive",124,"B"
"AR","Arkansas ",3017804,2020-03-21,"positive",118,"A"
"AZ","Arizona *",7278717,2020-03-21,"positive",104,"B"
"CA","California *",39512223,2020-03-21,"positive",1279,"B"
"CO","Colorado ",5758736,2020-03-21,"positive",363,"A"
"CT","Connecticut ",3565287,2020-03-21,"positive",194,"A"
"DC","District of Columbia ",705749,2020-03-21,"positive",77,"A"
"DE","Delaware ",973764,2020-03-21,"positive",45,"A"
"FL","Florida ",21477737,2020-03-21,"positive",658,"A"
"GA","Georgia ",10617423,2020-03-21,"positive",507,"A"
"HI","Hawaii ",1415872,2020-03-21,"positive",37,"A"
"IA","Iowa ",3155070,2020-03-21,"positive",68,"A"
"ID","Idaho ",1787065,2020-03-21,"positive",31,"A"
"IL","Illinois ",16980127,2020-03-21,"positive",753,"A"
"IN","Indiana *",6732219,2020-03-21,"positive",126,"B"
"KS","Kansas *",2913314,2020-03-21,"positive",55,"B"
"KY","Kentucky ",4467673,2020-03-21,"positive",54,"A"
"LA","Louisiana ",4648794,2020-03-21,"positive",585,"A"
"MA","Massachusetts *",6892503,2020-03-21,"positive",525,"B"
"MD","Maryland ",6045680,2020-03-21,"positive",190,"A"
"ME","Maine ",1344212,2020-03-21,"positive",73,"A"
"MI","Michigan *",9986857,2020-03-21,"positive",4543,"B"
"MN","Minnesota ",5639632,2020-03-21,"positive",138,"A"
"MO","Missouri ",6840439,2020-03-21,"positive",73,"A"
"MS","Mississippi ",2976149,2020-03-21,"positive",140,"A"
"MT","Montana ",1068778,2020-03-21,"positive",20,"A"
"NC","North Carolina ",10488084,2020-03-21,"positive",184,"A"
"ND","North Dakota *",762062,2020-03-21,"positive",28,"B"
"NE","Nebraska ",1934408,2020-03-21,"positive",38,"A"
"NH","New Hampshire *",1359711,2020-03-21,"positive",55,"B"
"NJ","New Jersey ",8882190,2020-03-21,"positive",1327,"A"
"NM","New Mexico ",2096829,2020-03-21,"positive",57,"A"
"NV","Nevada ",3080156,2020-03-21,"positive",124,"A"
"NY","New York ",19453561,2020-03-21,"positive",10356,"A"
"OH","Ohio *",11689100,2020-03-21,"positive",247,"B"
"OK","Oklahoma *",3956971,2020-03-21,"positive",53,"B"
"OR","Oregon ",4217737,2020-03-21,"positive",114,"A"
"PA","Pennsylvania ",12801989,2020-03-21,"positive",371,"A"
"PR","Puerto Rico ",2933408,2020-03-21,"positive",21,"A"
"RI","Rhode Island *",1059361,2020-03-21,"positive",66,"B"
"SC","South Carolina *",5148714,2020-03-21,"positive",152,"B"
"SD","South Dakota ",884659,2020-03-21,"positive",14,"A"
"TN","Tennessee ",6829174,2020-03-21,"positive",371,"A"
"TX","Texas ",28995881,2020-03-21,"positive",304,"A"
"UT","Utah ",3205958,2020-03-21,"positive",136,"A"
"VA","Virginia ",8535519,2020-03-21,"positive",152,"A"
"VT","Vermont ",623989,2020-03-21,"positive",29,"A"
"WI","Wisconsin ",5822434,2020-03-21,"positive",281,"A"
"WV","West Virginia *",1792147,2020-03-21,"positive",11,"B"
"WY","Wyoming ",578759,2020-03-21,"positive",23,"A"
"AK","Alaska ",731545,2020-03-20,"positive",12,"A"
"AL","Alabama *",4903185,2020-03-20,"positive",81,"B"
"AR","Arkansas ",3017804,2020-03-20,"positive",96,"A"
"AZ","Arizona *",7278717,2020-03-20,"positive",65,"B"
"CA","California *",39512223,2020-03-20,"positive",1063,"B"
"CO","Colorado ",5758736,2020-03-20,"positive",277,"A"
"CT","Connecticut ",3565287,2020-03-20,"positive",194,"A"
"DC","District of Columbia ",705749,2020-03-20,"positive",71,"A"
"DE","Delaware ",973764,2020-03-20,"positive",38,"A"
"FL","Florida ",21477737,2020-03-20,"positive",520,"A"
"GA","Georgia ",10617423,2020-03-20,"positive",420,"A"
"HI","Hawaii ",1415872,2020-03-20,"positive",26,"A"
"IA","Iowa ",3155070,2020-03-20,"positive",45,"A"
"ID","Idaho ",1787065,2020-03-20,"positive",23,"A"
"IL","Illinois ",16980127,2020-03-20,"positive",585,"A"
"IN","Indiana *",6732219,2020-03-20,"positive",79,"B"
"KS","Kansas *",2913314,2020-03-20,"positive",44,"B"
"KY","Kentucky ",4467673,2020-03-20,"positive",47,"A"
"LA","Louisiana ",4648794,2020-03-20,"positive",479,"A"
"MA","Massachusetts *",6892503,2020-03-20,"positive",413,"B"
"MD","Maryland ",6045680,2020-03-20,"positive",149,"A"
"ME","Maine ",1344212,2020-03-20,"positive",57,"A"
"MI","Michigan *",9986857,2020-03-20,"positive",4027,"B"
"MN","Minnesota ",5639632,2020-03-20,"positive",115,"A"
"MO","Missouri ",6840439,2020-03-20,"positive",47,"A"
"MS","Mississippi ",2976149,2020-03-20,"positive",80,"A"
"MT","Montana ",1068778,2020-03-20,"positive",16,"A"
"NC","North Carolina ",10488084,2020-03-20,"positive",137,"A"
"ND","North Dakota *",762062,2020-03-20,"positive",20,"B"
"NE","Nebraska ",1934408,2020-03-20,"positive",32,"A"
"NH","New Hampshire *",1359711,2020-03-20,"positive",44,"B"
"NJ","New Jersey ",8882190,2020-03-20,"positive",890,"A"
"NM","New Mexico ",2096829,2020-03-20,"positive",43,"A"
"NV","Nevada ",3080156,2020-03-20,"positive",109,"A"
"NY","New York ",19453561,2020-03-20,"positive",7102,"A"
"OH","Ohio *",11689100,2020-03-20,"positive",169,"B"
"OK","Oklahoma *",3956971,2020-03-20,"positive",49,"B"
"OR","Oregon ",4217737,2020-03-20,"positive",114,"A"
"PA","Pennsylvania ",12801989,2020-03-20,"positive",268,"A"
"PR","Puerto Rico ",2933408,2020-03-20,"positive",14,"A"
"RI","Rhode Island *",1059361,2020-03-20,"positive",54,"B"
"SC","South Carolina *",5148714,2020-03-20,"positive",81,"B"
"SD","South Dakota ",884659,2020-03-20,"positive",14,"A"
"TN","Tennessee ",6829174,2020-03-20,"positive",228,"A"
"TX","Texas ",28995881,2020-03-20,"positive",194,"A"
"UT","Utah ",3205958,2020-03-20,"positive",112,"A"
"VA","Virginia ",8535519,2020-03-20,"positive",114,"A"
"VT","Vermont ",623989,2020-03-20,"positive",29,"A"
"WI","Wisconsin ",5822434,2020-03-20,"positive",206,"A"
"WV","West Virginia *",1792147,2020-03-20,"positive",7,"B"
"WY","Wyoming ",578759,2020-03-20,"positive",19,"A"
"AK","Alaska ",731545,2020-03-19,"positive",6,"A"
"AL","Alabama *",4903185,2020-03-19,"positive",68,"B"
"AR","Arkansas ",3017804,2020-03-19,"positive",46,"A"
"AZ","Arizona *",7278717,2020-03-19,"positive",44,"B"
"CA","California *",39512223,2020-03-19,"positive",924,"B"
"CO","Colorado ",5758736,2020-03-19,"positive",216,"A"
"CT","Connecticut ",3565287,2020-03-19,"positive",96,"A"
"DC","District of Columbia ",705749,2020-03-19,"positive",39,"A"
"DE","Delaware ",973764,2020-03-19,"positive",30,"A"
"FL","Florida ",21477737,2020-03-19,"positive",390,"A"
"GA","Georgia ",10617423,2020-03-19,"positive",287,"A"
"HI","Hawaii ",1415872,2020-03-19,"positive",16,"A"
"IA","Iowa ",3155070,2020-03-19,"positive",38,"A"
"ID","Idaho ",1787065,2020-03-19,"positive",11,"A"
"IL","Illinois ",16980127,2020-03-19,"positive",422,"A"
"IN","Indiana *",6732219,2020-03-19,"positive",56,"B"
"KS","Kansas *",2913314,2020-03-19,"positive",34,"B"
"KY","Kentucky ",4467673,2020-03-19,"positive",35,"A"
"LA","Louisiana ",4648794,2020-03-19,"positive",347,"A"
"MA","Massachusetts *",6892503,2020-03-19,"positive",328,"B"
"MD","Maryland ",6045680,2020-03-19,"positive",107,"A"
"ME","Maine ",1344212,2020-03-19,"positive",53,"A"
"MI","Michigan *",9986857,2020-03-19,"positive",3392,"B"
"MN","Minnesota ",5639632,2020-03-19,"positive",89,"A"
"MO","Missouri ",6840439,2020-03-19,"positive",24,"A"
"MS","Mississippi ",2976149,2020-03-19,"positive",50,"A"
"MT","Montana ",1068778,2020-03-19,"positive",12,"A"
"NC","North Carolina ",10488084,2020-03-19,"positive",97,"A"
"ND","North Dakota *",762062,2020-03-19,"positive",15,"B"
"NE","Nebraska ",1934408,2020-03-19,"positive",27,"A"
"NH","New Hampshire *",1359711,2020-03-19,"positive",39,"B"
"NJ","New Jersey ",8882190,2020-03-19,"positive",742,"A"
"NM","New Mexico ",2096829,2020-03-19,"positive",35,"A"
"NV","Nevada ",3080156,2020-03-19,"positive",95,"A"
"NY","New York ",19453561,2020-03-19,"positive",4152,"A"
"OH","Ohio *",11689100,2020-03-19,"positive",119,"B"
"OK","Oklahoma *",3956971,2020-03-19,"positive",44,"B"
"OR","Oregon ",4217737,2020-03-19,"positive",88,"A"
"PA","Pennsylvania ",12801989,2020-03-19,"positive",185,"A"
"PR","Puerto Rico ",2933408,2020-03-19,"positive",5,"A"
"RI","Rhode Island *",1059361,2020-03-19,"positive",44,"B"
"SC","South Carolina *",5148714,2020-03-19,"positive",60,"B"
"SD","South Dakota ",884659,2020-03-19,"positive",11,"A"
"TN","Tennessee ",6829174,2020-03-19,"positive",154,"A"
"TX","Texas ",28995881,2020-03-19,"positive",143,"A"
"UT","Utah ",3205958,2020-03-19,"positive",78,"A"
"VA","Virginia ",8535519,2020-03-19,"positive",94,"A"
"VT","Vermont ",623989,2020-03-19,"positive",22,"A"
"WI","Wisconsin ",5822434,2020-03-19,"positive",155,"A"
"WV","West Virginia *",1792147,2020-03-19,"positive",2,"B"
"WY","Wyoming ",578759,2020-03-19,"positive",18,"A"
"AK","Alaska ",731545,2020-03-18,"positive",6,"A"
"AL","Alabama *",4903185,2020-03-18,"positive",46,"B"
"AR","Arkansas ",3017804,2020-03-18,"positive",33,"A"
"AZ","Arizona *",7278717,2020-03-18,"positive",28,"B"
"CA","California *",39512223,2020-03-18,"positive",611,"B"
"CO","Colorado ",5758736,2020-03-18,"positive",183,"A"
"CT","Connecticut ",3565287,2020-03-18,"positive",68,"A"
"DC","District of Columbia ",705749,2020-03-18,"positive",31,"A"
"DE","Delaware ",973764,2020-03-18,"positive",25,"A"
"FL","Florida ",21477737,2020-03-18,"positive",314,"A"
"GA","Georgia ",10617423,2020-03-18,"positive",197,"A"
"HI","Hawaii ",1415872,2020-03-18,"positive",14,"A"
"IA","Iowa ",3155070,2020-03-18,"positive",29,"A"
"ID","Idaho ",1787065,2020-03-18,"positive",9,"A"
"IL","Illinois ",16980127,2020-03-18,"positive",288,"A"
"IN","Indiana *",6732219,2020-03-18,"positive",39,"B"
"KS","Kansas *",2913314,2020-03-18,"positive",16,"B"
"KY","Kentucky ",4467673,2020-03-18,"positive",26,"A"
"LA","Louisiana ",4648794,2020-03-18,"positive",240,"A"
"MA","Massachusetts *",6892503,2020-03-18,"positive",256,"B"
"MD","Maryland ",6045680,2020-03-18,"positive",85,"A"
"ME","Maine ",1344212,2020-03-18,"positive",43,"A"
"MI","Michigan *",9986857,2020-03-18,"positive",2913,"B"
"MN","Minnesota ",5639632,2020-03-18,"positive",77,"A"
"MO","Missouri ",6840439,2020-03-18,"positive",13,"A"
"MS","Mississippi ",2976149,2020-03-18,"positive",34,"A"
"MT","Montana ",1068778,2020-03-18,"positive",10,"A"
"NC","North Carolina ",10488084,2020-03-18,"positive",63,"A"
"ND","North Dakota *",762062,2020-03-18,"positive",6,"B"
"NE","Nebraska ",1934408,2020-03-18,"positive",24,"A"
"NH","New Hampshire *",1359711,2020-03-18,"positive",26,"B"
"NJ","New Jersey ",8882190,2020-03-18,"positive",427,"A"
"NM","New Mexico ",2096829,2020-03-18,"positive",28,"A"
"NV","Nevada ",3080156,2020-03-18,"positive",55,"A"
"NY","New York ",19453561,2020-03-18,"positive",2382,"A"
"OH","Ohio *",11689100,2020-03-18,"positive",88,"B"
"OK","Oklahoma *",3956971,2020-03-18,"positive",29,"B"
"OR","Oregon ",4217737,2020-03-18,"positive",75,"A"
"PA","Pennsylvania ",12801989,2020-03-18,"positive",133,"A"
"PR","Puerto Rico ",2933408,2020-03-18,"positive",5,"A"
"RI","Rhode Island *",1059361,2020-03-18,"positive",33,"B"
"SC","South Carolina *",5148714,2020-03-18,"positive",60,"B"
"SD","South Dakota ",884659,2020-03-18,"positive",11,"A"
"TN","Tennessee ",6829174,2020-03-18,"positive",98,"A"
"TX","Texas ",28995881,2020-03-18,"positive",83,"A"
"UT","Utah ",3205958,2020-03-18,"positive",63,"A"
"VA","Virginia ",8535519,2020-03-18,"positive",77,"A"
"VT","Vermont ",623989,2020-03-18,"positive",19,"A"
"WI","Wisconsin ",5822434,2020-03-18,"positive",106,"A"
"WV","West Virginia *",1792147,2020-03-18,"positive",1,"B"
"WY","Wyoming ",578759,2020-03-18,"positive",15,"A"
"AK","Alaska ",731545,2020-03-17,"positive",3,"A"
"AL","Alabama *",4903185,2020-03-17,"positive",36,"B"
"AR","Arkansas ",3017804,2020-03-17,"positive",22,"A"
"AZ","Arizona *",7278717,2020-03-17,"positive",20,"B"
"CA","California *",39512223,2020-03-17,"positive",483,"B"
"CO","Colorado ",5758736,2020-03-17,"positive",160,"A"
"CT","Connecticut ",3565287,2020-03-17,"positive",41,"A"
"DC","District of Columbia ",705749,2020-03-17,"positive",22,"A"
"DE","Delaware ",973764,2020-03-17,"positive",16,"A"
"FL","Florida ",21477737,2020-03-17,"positive",186,"A"
"GA","Georgia ",10617423,2020-03-17,"positive",146,"A"
"HI","Hawaii ",1415872,2020-03-17,"positive",10,"A"
"IA","Iowa ",3155070,2020-03-17,"positive",23,"A"
"ID","Idaho ",1787065,2020-03-17,"positive",7,"A"
"IL","Illinois ",16980127,2020-03-17,"positive",159,"A"
"IN","Indiana *",6732219,2020-03-17,"positive",30,"B"
"KS","Kansas *",2913314,2020-03-17,"positive",15,"B"
"KY","Kentucky ",4467673,2020-03-17,"positive",22,"A"
"LA","Louisiana ",4648794,2020-03-17,"positive",171,"A"
"MA","Massachusetts *",6892503,2020-03-17,"positive",218,"B"
"MD","Maryland ",6045680,2020-03-17,"positive",57,"A"
"ME","Maine ",1344212,2020-03-17,"positive",32,"A"
"MI","Michigan *",9986857,2020-03-17,"positive",2393,"B"
"MN","Minnesota ",5639632,2020-03-17,"positive",60,"A"
"MO","Missouri ",6840439,2020-03-17,"positive",8,"A"
"MS","Mississippi ",2976149,2020-03-17,"positive",21,"A"
"MT","Montana ",1068778,2020-03-17,"positive",8,"A"
"NC","North Carolina ",10488084,2020-03-17,"positive",40,"A"
"ND","North Dakota *",762062,2020-03-17,"positive",3,"B"
"NE","Nebraska ",1934408,2020-03-17,"positive",21,"A"
"NH","New Hampshire *",1359711,2020-03-17,"positive",17,"B"
"NJ","New Jersey ",8882190,2020-03-17,"positive",267,"A"
"NM","New Mexico ",2096829,2020-03-17,"positive",23,"A"
"NV","Nevada ",3080156,2020-03-17,"positive",55,"A"
"NY","New York ",19453561,2020-03-17,"positive",1700,"A"
"OH","Ohio *",11689100,2020-03-17,"positive",67,"B"
"OK","Oklahoma *",3956971,2020-03-17,"positive",17,"B"
"OR","Oregon ",4217737,2020-03-17,"positive",47,"A"
"PA","Pennsylvania ",12801989,2020-03-17,"positive",96,"A"
"PR","Puerto Rico ",2933408,2020-03-17,"positive",5,"A"
"RI","Rhode Island *",1059361,2020-03-17,"positive",23,"B"
"SC","South Carolina *",5148714,2020-03-17,"positive",33,"B"
"SD","South Dakota ",884659,2020-03-17,"positive",11,"A"
"TN","Tennessee ",6829174,2020-03-17,"positive",73,"A"
"TX","Texas ",28995881,2020-03-17,"positive",64,"A"
"UT","Utah ",3205958,2020-03-17,"positive",51,"A"
"VA","Virginia ",8535519,2020-03-17,"positive",67,"A"
"VT","Vermont ",623989,2020-03-17,"positive",10,"A"
"WI","Wisconsin ",5822434,2020-03-17,"positive",72,"A"
"WV","West Virginia *",1792147,2020-03-17,"positive",0,"B"
"WY","Wyoming ",578759,2020-03-17,"positive",10,"A"
"AK","Alaska ",731545,2020-03-16,"positive",1,"A"
"AL","Alabama *",4903185,2020-03-16,"positive",28,"B"
"AR","Arkansas ",3017804,2020-03-16,"positive",22,"A"
"AZ","Arizona *",7278717,2020-03-16,"positive",18,"B"
"CA","California *",39512223,2020-03-16,"positive",335,"B"
"CO","Colorado ",5758736,2020-03-16,"positive",131,"A"
"CT","Connecticut ",3565287,2020-03-16,"positive",26,"A"
"DC","District of Columbia ",705749,2020-03-16,"positive",17,"A"
"DE","Delaware ",973764,2020-03-16,"positive",8,"A"
"FL","Florida ",21477737,2020-03-16,"positive",141,"A"
"GA","Georgia ",10617423,2020-03-16,"positive",121,"A"
"HI","Hawaii ",1415872,2020-03-16,"positive",7,"A"
"IA","Iowa ",3155070,2020-03-16,"positive",22,"A"
"ID","Idaho ",1787065,2020-03-16,"positive",5,"A"
"IL","Illinois ",16980127,2020-03-16,"positive",93,"A"
"IN","Indiana *",6732219,2020-03-16,"positive",24,"B"
"KS","Kansas *",2913314,2020-03-16,"positive",11,"B"
"KY","Kentucky ",4467673,2020-03-16,"positive",21,"A"
"LA","Louisiana ",4648794,2020-03-16,"positive",114,"A"
"MA","Massachusetts *",6892503,2020-03-16,"positive",164,"B"
"MD","Maryland ",6045680,2020-03-16,"positive",37,"A"
"ME","Maine ",1344212,2020-03-16,"positive",17,"A"
"MI","Michigan *",9986857,2020-03-16,"positive",1933,"B"
"MN","Minnesota ",5639632,2020-03-16,"positive",54,"A"
"MO","Missouri ",6840439,2020-03-16,"positive",6,"A"
"MS","Mississippi ",2976149,2020-03-16,"positive",12,"A"
"MT","Montana ",1068778,2020-03-16,"positive",7,"A"
"NC","North Carolina ",10488084,2020-03-16,"positive",33,"A"
"ND","North Dakota *",762062,2020-03-16,"positive",1,"B"
"NE","Nebraska ",1934408,2020-03-16,"positive",18,"A"
"NH","New Hampshire *",1359711,2020-03-16,"positive",13,"B"
"NJ","New Jersey ",8882190,2020-03-16,"positive",178,"A"
"NM","New Mexico ",2096829,2020-03-16,"positive",17,"A"
"NV","Nevada ",3080156,2020-03-16,"positive",45,"A"
"NY","New York ",19453561,2020-03-16,"positive",950,"A"
"OH","Ohio *",11689100,2020-03-16,"positive",50,"B"
"OK","Oklahoma *",3956971,2020-03-16,"positive",10,"B"
"OR","Oregon ",4217737,2020-03-16,"positive",39,"A"
"PA","Pennsylvania ",12801989,2020-03-16,"positive",76,"A"
"PR","Puerto Rico ",2933408,2020-03-16,"positive",5,"A"
"RI","Rhode Island *",1059361,2020-03-16,"positive",21,"B"
"SC","South Carolina *",5148714,2020-03-16,"positive",28,"B"
"SD","South Dakota ",884659,2020-03-16,"positive",10,"A"
"TN","Tennessee ",6829174,2020-03-16,"positive",52,"A"
"TX","Texas ",28995881,2020-03-16,"positive",57,"A"
"UT","Utah ",3205958,2020-03-16,"positive",39,"A"
"VA","Virginia ",8535519,2020-03-16,"positive",51,"A"
"VT","Vermont ",623989,2020-03-16,"positive",8,"A"
"WI","Wisconsin ",5822434,2020-03-16,"positive",47,"A"
"WV","West Virginia *",1792147,2020-03-16,"positive",0,"B"
"WY","Wyoming ",578759,2020-03-16,"positive",3,"A"
"AK","Alaska ",731545,2020-03-15,"positive",1,"A"
"AL","Alabama *",4903185,2020-03-15,"positive",12,"B"
"AR","Arkansas ",3017804,2020-03-15,"positive",16,"A"
"AZ","Arizona *",7278717,2020-03-15,"positive",12,"B"
"CA","California *",39512223,2020-03-15,"positive",293,"B"
"CO","Colorado ",5758736,2020-03-15,"positive",131,"A"
"CT","Connecticut ",3565287,2020-03-15,"positive",20,"A"
"DC","District of Columbia ",705749,2020-03-15,"positive",16,"A"
"DE","Delaware ",973764,2020-03-15,"positive",6,"A"
"FL","Florida ",21477737,2020-03-15,"positive",116,"A"
"GA","Georgia ",10617423,2020-03-15,"positive",99,"A"
"HI","Hawaii ",1415872,2020-03-15,"positive",2,"A"
"IA","Iowa ",3155070,2020-03-15,"positive",18,"A"
"ID","Idaho ",1787065,2020-03-15,"positive",5,"A"
"IL","Illinois ",16980127,2020-03-15,"positive",64,"A"
"IN","Indiana *",6732219,2020-03-15,"positive",19,"B"
